#  tau(fm)  epsilon_p(ideal)(cos)  epsilon_p(ideal)(sin)  epsilon_p(shear)(cos)  epsilon_p(shear)(sin)  epsilon_p(full)(cos)  epsilon_p(full)(sin)  epsilon_2p(ideal)(cos)  epsilon_2p(ideal)(sin)  epsilon_2p(shear)(cos)  epsilon_2p(shear)(sin)  epsilon_2p(full)(cos)  epsilon_2p(full)(sin)  epsilon_3p(ideal)(cos)  epsilon_3p(ideal)(sin)  epsilon_3p(shear)(cos)  epsilon_3p(shear)(sin)  epsilon_3p(full)(cos)  epsilon_3p(full)(sin)
2.850000e+00  3.640939e-02  -1.806300e-02  2.233338e-02  -1.088908e-02  2.399222e-02  -1.194946e-02  1.521022e-01  -9.403303e-02  1.498617e-01  -9.439325e-02  1.505948e-01  -9.575690e-02  9.907092e-02  6.209566e-02  9.960537e-02  6.478154e-02  1.012491e-01  6.581244e-02
2.865000e+00  3.662436e-02  -1.827915e-02  2.252104e-02  -1.101986e-02  2.420318e-02  -1.210053e-02  1.518940e-01  -9.461273e-02  1.496743e-01  -9.495881e-02  1.503955e-01  -9.633560e-02  1.010319e-01  6.215922e-02  1.015831e-01  6.489976e-02  1.032625e-01  6.594551e-02
2.880000e+00  3.683832e-02  -1.849472e-02  2.270819e-02  -1.115045e-02  2.441350e-02  -1.225112e-02  1.516625e-01  -9.519513e-02  1.494624e-01  -9.552603e-02  1.501704e-01  -9.691525e-02  1.030032e-01  6.216942e-02  1.035712e-01  6.496391e-02  1.052868e-01  6.602413e-02
2.895000e+00  3.704059e-02  -1.870734e-02  2.288697e-02  -1.127948e-02  2.461470e-02  -1.239991e-02  1.513266e-01  -9.581868e-02  1.491417e-01  -9.613652e-02  1.498347e-01  -9.753838e-02  1.048328e-01  6.216784e-02  1.054151e-01  6.501520e-02  1.071645e-01  6.608777e-02
2.910000e+00  3.724615e-02  -1.892214e-02  2.307067e-02  -1.141178e-02  2.482119e-02  -1.255225e-02  1.509763e-01  -9.645584e-02  1.488066e-01  -9.676220e-02  1.494839e-01  -9.817702e-02  1.066749e-01  6.211778e-02  1.072735e-01  6.501679e-02  1.090564e-01  6.609984e-02
2.925000e+00  3.745772e-02  -1.913328e-02  2.325845e-02  -1.154102e-02  2.503208e-02  -1.270084e-02  1.506526e-01  -9.700742e-02  1.484976e-01  -9.730046e-02  1.491588e-01  -9.872557e-02  1.086556e-01  6.187182e-02  1.092789e-01  6.481685e-02  1.110985e-01  6.590482e-02
2.940000e+00  3.766828e-02  -1.933730e-02  2.344557e-02  -1.166696e-02  2.524268e-02  -1.284600e-02  1.503413e-01  -9.753779e-02  1.482016e-01  -9.781957e-02  1.488481e-01  -9.925631e-02  1.105989e-01  6.161236e-02  1.112457e-01  6.460742e-02  1.131032e-01  6.570289e-02
2.955000e+00  3.787517e-02  -1.954927e-02  2.363003e-02  -1.180224e-02  2.545076e-02  -1.300117e-02  1.500010e-01  -9.812336e-02  1.478762e-01  -9.839727e-02  1.485079e-01  -9.984596e-02  1.125283e-01  6.139707e-02  1.132004e-01  6.444085e-02  1.150955e-01  6.554169e-02
2.970000e+00  3.808228e-02  -1.977186e-02  2.381382e-02  -1.194746e-02  2.565789e-02  -1.316800e-02  1.496425e-01  -9.876674e-02  1.475294e-01  -9.903309e-02  1.481450e-01  -1.004944e-01  1.145465e-01  6.121003e-02  1.152456e-01  6.429750e-02  1.171771e-01  6.540170e-02
2.985000e+00  3.829077e-02  -1.999586e-02  2.399819e-02  -1.209500e-02  2.586556e-02  -1.333781e-02  1.492820e-01  -9.942419e-02  1.471788e-01  -9.968388e-02  1.477779e-01  -1.011587e-01  1.165755e-01  6.101677e-02  1.173027e-01  6.414672e-02  1.192708e-01  6.525415e-02
3.000000e+00  3.850254e-02  -2.022306e-02  2.418542e-02  -1.224682e-02  2.607619e-02  -1.351241e-02  1.489076e-01  -1.000866e-01  1.468120e-01  -1.003397e-01  1.473938e-01  -1.018280e-01  1.186158e-01  6.078131e-02  1.193724e-01  6.395221e-02  1.213774e-01  6.506160e-02
3.015000e+00  3.871565e-02  -2.045043e-02  2.437250e-02  -1.239888e-02  2.628632e-02  -1.368702e-02  1.485345e-01  -1.007624e-01  1.464440e-01  -1.010094e-01  1.470076e-01  -1.025107e-01  1.206569e-01  6.052845e-02  1.214448e-01  6.373896e-02  1.234880e-01  6.484809e-02
3.030000e+00  3.892657e-02  -2.067816e-02  2.455719e-02  -1.255208e-02  2.649401e-02  -1.386344e-02  1.481739e-01  -1.014425e-01  1.460864e-01  -1.016869e-01  1.466324e-01  -1.032028e-01  1.226394e-01  6.031676e-02  1.234562e-01  6.356648e-02  1.255345e-01  6.467541e-02
3.045000e+00  3.913970e-02  -2.090211e-02  2.474230e-02  -1.270172e-02  2.670216e-02  -1.403572e-02  1.478179e-01  -1.021164e-01  1.457318e-01  -1.023590e-01  1.462601e-01  -1.038886e-01  1.245980e-01  6.009692e-02  1.254449e-01  6.338535e-02  1.275574e-01  6.449547e-02
3.060000e+00  3.935429e-02  -2.112109e-02  2.492643e-02  -1.284821e-02  2.690968e-02  -1.420463e-02  1.474721e-01  -1.027932e-01  1.453873e-01  -1.030343e-01  1.458996e-01  -1.045775e-01  1.265468e-01  5.984395e-02  1.274278e-01  6.316970e-02  1.295755e-01  6.427967e-02
3.075000e+00  3.956587e-02  -2.134105e-02  2.510619e-02  -1.299664e-02  2.711247e-02  -1.437553e-02  1.471409e-01  -1.034902e-01  1.450562e-01  -1.037312e-01  1.455529e-01  -1.052872e-01  1.285392e-01  5.955408e-02  1.294573e-01  6.291418e-02  1.316386e-01  6.402287e-02
3.090000e+00  3.977516e-02  -2.156402e-02  2.528333e-02  -1.314833e-02  2.731261e-02  -1.455055e-02  1.468201e-01  -1.042193e-01  1.447354e-01  -1.044629e-01  1.452176e-01  -1.060338e-01  1.305671e-01  5.929809e-02  1.315225e-01  6.269453e-02  1.337396e-01  6.380302e-02
3.105000e+00  3.998727e-02  -2.178287e-02  2.546345e-02  -1.329714e-02  2.751576e-02  -1.472259e-02  1.464961e-01  -1.049079e-01  1.444100e-01  -1.051554e-01  1.448771e-01  -1.067410e-01  1.324915e-01  5.902572e-02  1.334858e-01  6.245429e-02  1.357385e-01  6.355975e-02
3.120000e+00  4.020713e-02  -2.200283e-02  2.564994e-02  -1.344886e-02  2.772592e-02  -1.489790e-02  1.462038e-01  -1.055791e-01  1.441144e-01  -1.058298e-01  1.445663e-01  -1.074291e-01  1.343263e-01  5.864311e-02  1.353654e-01  6.209749e-02  1.376520e-01  6.319794e-02
3.135000e+00  4.042723e-02  -2.222328e-02  2.583568e-02  -1.360223e-02  2.793604e-02  -1.507547e-02  1.459232e-01  -1.062453e-01  1.438292e-01  -1.065003e-01  1.442685e-01  -1.081140e-01  1.361433e-01  5.823185e-02  1.372304e-01  6.171022e-02  1.395498e-01  6.280307e-02
3.150000e+00  4.064398e-02  -2.244477e-02  2.601807e-02  -1.375810e-02  2.814184e-02  -1.525568e-02  1.456259e-01  -1.068956e-01  1.435265e-01  -1.071568e-01  1.439518e-01  -1.087840e-01  1.379822e-01  5.787277e-02  1.391133e-01  6.136955e-02  1.414646e-01  6.245391e-02
3.165000e+00  4.086475e-02  -2.266368e-02  2.620426e-02  -1.391262e-02  2.835116e-02  -1.543425e-02  1.453282e-01  -1.075279e-01  1.432223e-01  -1.077945e-01  1.436326e-01  -1.094343e-01  1.398296e-01  5.747315e-02  1.410046e-01  6.098094e-02  1.433877e-01  6.205597e-02
3.180000e+00  4.108924e-02  -2.288145e-02  2.639171e-02  -1.406801e-02  2.856041e-02  -1.561376e-02  1.450438e-01  -1.081417e-01  1.429292e-01  -1.084146e-01  1.433217e-01  -1.100665e-01  1.416429e-01  5.704983e-02  1.428628e-01  6.056573e-02  1.452806e-01  6.163049e-02
3.195000e+00  4.131917e-02  -2.310213e-02  2.658390e-02  -1.422652e-02  2.877618e-02  -1.579672e-02  1.447909e-01  -1.087334e-01  1.426686e-01  -1.090124e-01  1.430466e-01  -1.106757e-01  1.433716e-01  5.660916e-02  1.446332e-01  6.013102e-02  1.470806e-01  6.118551e-02
3.210000e+00  4.154862e-02  -2.332641e-02  2.677450e-02  -1.438866e-02  2.899000e-02  -1.598260e-02  1.445414e-01  -1.093050e-01  1.424102e-01  -1.095886e-01  1.427736e-01  -1.112602e-01  1.450599e-01  5.614823e-02  1.463617e-01  5.967031e-02  1.488371e-01  6.070999e-02
3.225000e+00  4.177815e-02  -2.354890e-02  2.696515e-02  -1.454989e-02  2.920371e-02  -1.616797e-02  1.442838e-01  -1.098699e-01  1.421397e-01  -1.101581e-01  1.424873e-01  -1.118384e-01  1.467574e-01  5.571553e-02  1.481046e-01  5.923289e-02  1.506090e-01  6.025711e-02
3.240000e+00  4.200527e-02  -2.376471e-02  2.715286e-02  -1.470675e-02  2.941464e-02  -1.634922e-02  1.440385e-01  -1.104169e-01  1.418804e-01  -1.107110e-01  1.422137e-01  -1.124014e-01  1.483936e-01  5.526771e-02  1.497845e-01  5.877703e-02  1.523155e-01  5.978721e-02
3.255000e+00  4.223001e-02  -2.397781e-02  2.733822e-02  -1.486302e-02  2.962320e-02  -1.653009e-02  1.438268e-01  -1.109407e-01  1.416558e-01  -1.112412e-01  1.419765e-01  -1.129418e-01  1.499110e-01  5.478913e-02  1.513400e-01  5.828704e-02  1.538938e-01  5.928304e-02
3.270000e+00  4.245461e-02  -2.418699e-02  2.752347e-02  -1.501711e-02  2.983188e-02  -1.670878e-02  1.436442e-01  -1.114848e-01  1.414606e-01  -1.117922e-01  1.417702e-01  -1.135022e-01  1.514311e-01  5.423754e-02  1.528967e-01  5.771866e-02  1.554706e-01  5.870074e-02
3.285000e+00  4.267984e-02  -2.439429e-02  2.770950e-02  -1.517116e-02  3.004169e-02  -1.688767e-02  1.434798e-01  -1.120027e-01  1.412836e-01  -1.123172e-01  1.415830e-01  -1.140367e-01  1.528693e-01  5.365008e-02  1.543692e-01  5.710993e-02  1.569615e-01  5.807718e-02
3.300000e+00  4.290576e-02  -2.460635e-02  2.789640e-02  -1.533010e-02  3.025232e-02  -1.707198e-02  1.433114e-01  -1.124435e-01  1.411018e-01  -1.127641e-01  1.413906e-01  -1.144931e-01  1.541265e-01  5.305989e-02  1.556571e-01  5.649542e-02  1.582668e-01  5.744670e-02
3.315000e+00  4.313192e-02  -2.482363e-02  2.808362e-02  -1.549441e-02  3.046338e-02  -1.726240e-02  1.431653e-01  -1.129048e-01  1.409427e-01  -1.132326e-01  1.412216e-01  -1.149719e-01  1.553439e-01  5.251107e-02  1.569035e-01  5.592300e-02  1.595305e-01  5.686003e-02
3.330000e+00  4.335993e-02  -2.504288e-02  2.827240e-02  -1.566043e-02  3.067638e-02  -1.745484e-02  1.430350e-01  -1.133323e-01  1.407995e-01  -1.136663e-01  1.410692e-01  -1.154152e-01  1.564393e-01  5.190346e-02  1.580251e-01  5.528734e-02  1.606673e-01  5.620925e-02
3.345000e+00  4.359017e-02  -2.525494e-02  2.846339e-02  -1.582146e-02  3.089188e-02  -1.764185e-02  1.428839e-01  -1.137317e-01  1.406347e-01  -1.140689e-01  1.408941e-01  -1.158270e-01  1.574543e-01  5.122466e-02  1.590655e-01  5.457776e-02  1.617206e-01  5.548561e-02
3.360000e+00  4.381954e-02  -2.546393e-02  2.865391e-02  -1.598125e-02  3.110818e-02  -1.782774e-02  1.427484e-01  -1.141022e-01  1.404853e-01  -1.144430e-01  1.407381e-01  -1.162103e-01  1.583905e-01  5.046949e-02  1.600244e-01  5.379235e-02  1.626912e-01  5.468328e-02
3.375000e+00  4.405230e-02  -2.567219e-02  2.884709e-02  -1.614056e-02  3.132640e-02  -1.801256e-02  1.426584e-01  -1.144107e-01  1.403853e-01  -1.147543e-01  1.406302e-01  -1.165278e-01  1.592189e-01  4.963487e-02  1.608791e-01  5.291975e-02  1.635562e-01  5.379254e-02
3.390000e+00  4.428748e-02  -2.588023e-02  2.904086e-02  -1.630044e-02  3.154479e-02  -1.819786e-02  1.425852e-01  -1.146927e-01  1.403033e-01  -1.150390e-01  1.405399e-01  -1.168179e-01  1.599732e-01  4.877993e-02  1.616580e-01  5.202634e-02  1.643436e-01  5.288268e-02
3.405000e+00  4.451762e-02  -2.608504e-02  2.923083e-02  -1.645811e-02  3.175905e-02  -1.838072e-02  1.424963e-01  -1.149332e-01  1.402036e-01  -1.152821e-01  1.404317e-01  -1.170656e-01  1.605975e-01  4.790070e-02  1.622995e-01  5.110611e-02  1.649919e-01  5.194527e-02
3.420000e+00  4.474751e-02  -2.628560e-02  2.942160e-02  -1.661403e-02  3.197427e-02  -1.856173e-02  1.423972e-01  -1.151583e-01  1.400921e-01  -1.155092e-01  1.403106e-01  -1.172972e-01  1.611803e-01  4.697259e-02  1.628988e-01  5.013158e-02  1.655985e-01  5.095154e-02
3.435000e+00  4.497853e-02  -2.649113e-02  2.961377e-02  -1.677679e-02  3.219125e-02  -1.875054e-02  1.423065e-01  -1.154163e-01  1.399906e-01  -1.157700e-01  1.402002e-01  -1.175631e-01  1.616065e-01  4.608255e-02  1.633380e-01  4.919304e-02  1.660423e-01  4.999424e-02
3.450000e+00  4.520986e-02  -2.669708e-02  2.980649e-02  -1.694081e-02  3.240910e-02  -1.894080e-02  1.422175e-01  -1.156614e-01  1.398909e-01  -1.160178e-01  1.400921e-01  -1.178157e-01  1.619805e-01  4.517694e-02  1.637246e-01  4.823798e-02  1.664329e-01  4.901995e-02
3.465000e+00  4.543975e-02  -2.689867e-02  2.999844e-02  -1.710307e-02  3.262626e-02  -1.912904e-02  1.421253e-01  -1.158382e-01  1.397870e-01  -1.161966e-01  1.399797e-01  -1.179976e-01  1.624154e-01  4.419761e-02  1.641733e-01  4.720930e-02  1.668878e-01  4.797066e-02
3.480000e+00  4.566884e-02  -2.710037e-02  3.018995e-02  -1.726688e-02  3.284311e-02  -1.931901e-02  1.420361e-01  -1.160000e-01  1.396866e-01  -1.163601e-01  1.398710e-01  -1.181637e-01  1.628090e-01  4.321309e-02  1.645793e-01  4.617502e-02  1.672995e-01  4.691561e-02
3.495000e+00  4.589724e-02  -2.729970e-02  3.038084e-02  -1.742926e-02  3.305950e-02  -1.950731e-02  1.420070e-01  -1.160982e-01  1.396472e-01  -1.164582e-01  1.398253e-01  -1.182624e-01  1.631081e-01  4.227959e-02  1.648877e-01  4.519214e-02  1.676120e-01  4.591312e-02
3.510000e+00  4.612469e-02  -2.749828e-02  3.057020e-02  -1.759227e-02  3.327445e-02  -1.969657e-02  1.419798e-01  -1.161851e-01  1.396100e-01  -1.165440e-01  1.397820e-01  -1.183488e-01  1.634010e-01  4.133980e-02  1.651894e-01  4.420177e-02  1.679180e-01  4.490245e-02
3.525000e+00  4.634945e-02  -2.769460e-02  3.075813e-02  -1.775444e-02  3.349043e-02  -1.988899e-02  1.418953e-01  -1.163222e-01  1.395151e-01  -1.166808e-01  1.396845e-01  -1.184943e-01  1.636922e-01  4.042085e-02  1.654894e-01  4.323249e-02  1.682337e-01  4.391367e-02
3.540000e+00  4.657428e-02  -2.788543e-02  3.094633e-02  -1.791144e-02  3.370537e-02  -2.007402e-02  1.418095e-01  -1.164373e-01  1.394192e-01  -1.167940e-01  1.395834e-01  -1.186129e-01  1.639175e-01  3.953809e-02  1.657215e-01  4.230113e-02  1.684751e-01  4.296518e-02
3.555000e+00  4.680238e-02  -2.807708e-02  3.113754e-02  -1.806978e-02  3.392313e-02  -2.025793e-02  1.417375e-01  -1.165238e-01  1.393375e-01  -1.168773e-01  1.394957e-01  -1.186965e-01  1.641364e-01  3.863575e-02  1.659450e-01  4.135281e-02  1.687024e-01  4.199914e-02
3.570000e+00  4.703176e-02  -2.827388e-02  3.133047e-02  -1.823334e-02  3.414250e-02  -2.044657e-02  1.416862e-01  -1.166089e-01  1.392781e-01  -1.169590e-01  1.394300e-01  -1.187762e-01  1.643581e-01  3.776092e-02  1.661736e-01  4.043345e-02  1.689332e-01  4.106157e-02
3.585000e+00  4.726187e-02  -2.847069e-02  3.152514e-02  -1.839733e-02  3.436355e-02  -2.063508e-02  1.416418e-01  -1.166848e-01  1.392252e-01  -1.170303e-01  1.393698e-01  -1.188437e-01  1.645445e-01  3.692630e-02  1.663631e-01  3.955737e-02  1.691232e-01  4.016954e-02
3.600000e+00  4.749066e-02  -2.866596e-02  3.172011e-02  -1.856173e-02  3.458550e-02  -2.082410e-02  1.415900e-01  -1.167494e-01  1.391644e-01  -1.170898e-01  1.393026e-01  -1.188990e-01  1.646728e-01  3.615073e-02  1.664905e-01  3.874312e-02  1.692510e-01  3.934006e-02
3.615000e+00  4.771807e-02  -2.886069e-02  3.191476e-02  -1.872700e-02  3.480751e-02  -2.101427e-02  1.415433e-01  -1.168088e-01  1.391093e-01  -1.171443e-01  1.392418e-01  -1.189496e-01  1.647646e-01  3.542677e-02  1.665806e-01  3.798218e-02  1.693417e-01  3.856444e-02
3.630000e+00  4.794503e-02  -2.905559e-02  3.210965e-02  -1.889346e-02  3.503010e-02  -2.120592e-02  1.415042e-01  -1.168670e-01  1.390623e-01  -1.171977e-01  1.391896e-01  -1.189992e-01  1.648296e-01  3.475395e-02  1.666430e-01  3.727430e-02  1.694049e-01  3.784283e-02
3.645000e+00  4.817194e-02  -2.925095e-02  3.230516e-02  -1.906124e-02  3.525369e-02  -2.139921e-02  1.414741e-01  -1.169248e-01  1.390246e-01  -1.172508e-01  1.391472e-01  -1.190488e-01  1.648716e-01  3.413349e-02  1.666818e-01  3.662074e-02  1.694448e-01  3.717664e-02
3.660000e+00  4.839786e-02  -2.944732e-02  3.250060e-02  -1.923063e-02  3.547749e-02  -2.159449e-02  1.414522e-01  -1.169838e-01  1.389957e-01  -1.173050e-01  1.391140e-01  -1.190998e-01  1.648941e-01  3.356851e-02  1.667005e-01  3.602454e-02  1.694650e-01  3.656899e-02
3.675000e+00  4.862200e-02  -2.964084e-02  3.269536e-02  -1.939798e-02  3.570062e-02  -2.178735e-02  1.414290e-01  -1.170328e-01  1.389664e-01  -1.173490e-01  1.390809e-01  -1.191404e-01  1.648826e-01  3.308569e-02  1.666849e-01  3.551172e-02  1.694512e-01  3.604626e-02
3.690000e+00  4.884579e-02  -2.983268e-02  3.289021e-02  -1.956373e-02  3.592372e-02  -2.197809e-02  1.414115e-01  -1.170789e-01  1.389435e-01  -1.173896e-01  1.390536e-01  -1.191770e-01  1.648449e-01  3.266722e-02  1.666429e-01  3.506451e-02  1.694106e-01  3.559167e-02
3.705000e+00  4.906884e-02  -3.002396e-02  3.308502e-02  -1.972923e-02  3.614742e-02  -2.216907e-02  1.414125e-01  -1.171355e-01  1.389392e-01  -1.174405e-01  1.390463e-01  -1.192249e-01  1.648030e-01  3.227255e-02  1.665951e-01  3.464402e-02  1.693643e-01  3.516365e-02
3.720000e+00  4.928931e-02  -3.021427e-02  3.327804e-02  -1.989435e-02  3.636951e-02  -2.235985e-02  1.414188e-01  -1.171959e-01  1.389405e-01  -1.174950e-01  1.390454e-01  -1.192770e-01  1.647387e-01  3.193101e-02  1.665235e-01  3.427853e-02  1.692942e-01  3.479113e-02
3.735000e+00  4.950947e-02  -3.040411e-02  3.347129e-02  -2.005988e-02  3.659219e-02  -2.255118e-02  1.414334e-01  -1.172608e-01  1.389504e-01  -1.175543e-01  1.390539e-01  -1.193342e-01  1.646488e-01  3.164075e-02  1.664249e-01  3.396584e-02  1.691968e-01  3.447237e-02
3.750000e+00  4.972909e-02  -3.059269e-02  3.366439e-02  -2.022513e-02  3.681494e-02  -2.274219e-02  1.414568e-01  -1.173296e-01  1.389692e-01  -1.176178e-01  1.390719e-01  -1.193956e-01  1.645354e-01  3.139481e-02  1.663014e-01  3.369876e-02  1.690742e-01  3.420010e-02
3.765000e+00  4.994905e-02  -3.078028e-02  3.385800e-02  -2.039018e-02  3.703846e-02  -2.293294e-02  1.414907e-01  -1.174037e-01  1.389989e-01  -1.176868e-01  1.391013e-01  -1.194626e-01  1.644060e-01  3.118692e-02  1.661609e-01  3.347091e-02  1.689341e-01  3.396776e-02
3.780000e+00  5.016920e-02  -3.096654e-02  3.405180e-02  -2.055472e-02  3.726239e-02  -2.312309e-02  1.415341e-01  -1.174816e-01  1.390384e-01  -1.177599e-01  1.391411e-01  -1.195337e-01  1.642614e-01  3.101419e-02  1.660045e-01  3.327940e-02  1.687780e-01  3.377230e-02
3.795000e+00  5.038957e-02  -3.115364e-02  3.424544e-02  -2.072044e-02  3.748630e-02  -2.331458e-02  1.415871e-01  -1.175659e-01  1.390874e-01  -1.178395e-01  1.391909e-01  -1.196113e-01  1.641068e-01  3.087726e-02  1.658377e-01  3.312473e-02  1.686111e-01  3.361428e-02
3.810000e+00  5.060916e-02  -3.134064e-02  3.443782e-02  -2.088642e-02  3.770892e-02  -2.350629e-02  1.416468e-01  -1.176552e-01  1.391430e-01  -1.179241e-01  1.392477e-01  -1.196939e-01  1.639429e-01  3.077582e-02  1.656613e-01  3.300663e-02  1.684346e-01  3.349338e-02
3.825000e+00  5.082822e-02  -3.152663e-02  3.462908e-02  -2.105157e-02  3.793038e-02  -2.369698e-02  1.417121e-01  -1.177492e-01  1.392040e-01  -1.180134e-01  1.393102e-01  -1.197811e-01  1.637666e-01  3.070774e-02  1.654721e-01  3.292282e-02  1.682451e-01  3.340727e-02
3.840000e+00  5.104566e-02  -3.171352e-02  3.481802e-02  -2.121772e-02  3.814933e-02  -2.388861e-02  1.417541e-01  -1.178364e-01  1.392410e-01  -1.180956e-01  1.393488e-01  -1.198607e-01  1.635082e-01  3.071149e-02  1.651990e-01  3.291095e-02  1.679709e-01  3.339416e-02
3.855000e+00  5.126438e-02  -3.190067e-02  3.500807e-02  -2.138404e-02  3.836966e-02  -2.408033e-02  1.417999e-01  -1.179306e-01  1.392817e-01  -1.181848e-01  1.393912e-01  -1.199471e-01  1.632283e-01  3.074470e-02  1.649050e-01  3.292876e-02  1.676751e-01  3.341140e-02
3.870000e+00  5.148513e-02  -3.208585e-02  3.520004e-02  -2.154927e-02  3.859228e-02  -2.427080e-02  1.418852e-01  -1.180463e-01  1.393622e-01  -1.182960e-01  1.394741e-01  -1.200560e-01  1.630060e-01  3.075173e-02  1.646692e-01  3.292197e-02  1.674375e-01  3.340334e-02
3.885000e+00  5.170506e-02  -3.227077e-02  3.539161e-02  -2.171512e-02  3.881453e-02  -2.446189e-02  1.419765e-01  -1.181688e-01  1.394489e-01  -1.184146e-01  1.395635e-01  -1.201722e-01  1.627662e-01  3.077642e-02  1.644152e-01  3.293354e-02  1.671813e-01  3.341387e-02
3.900000e+00  5.192349e-02  -3.245443e-02  3.558237e-02  -2.188062e-02  3.903595e-02  -2.465243e-02  1.420729e-01  -1.182962e-01  1.395408e-01  -1.185383e-01  1.396585e-01  -1.202935e-01  1.625102e-01  3.081317e-02  1.641444e-01  3.295767e-02  1.669080e-01  3.343729e-02
3.915000e+00  5.214143e-02  -3.263770e-02  3.577318e-02  -2.204654e-02  3.925752e-02  -2.484332e-02  1.421756e-01  -1.184276e-01  1.396393e-01  -1.186666e-01  1.397605e-01  -1.204191e-01  1.622405e-01  3.085731e-02  1.638597e-01  3.298951e-02  1.666203e-01  3.346870e-02
3.930000e+00  5.235694e-02  -3.282012e-02  3.596221e-02  -2.221247e-02  3.947716e-02  -2.503411e-02  1.422816e-01  -1.185605e-01  1.397415e-01  -1.187966e-01  1.398664e-01  -1.205463e-01  1.619595e-01  3.090630e-02  1.635635e-01  3.302668e-02  1.663207e-01  3.350568e-02
3.945000e+00  5.257249e-02  -3.300236e-02  3.615159e-02  -2.237903e-02  3.969732e-02  -2.522554e-02  1.423931e-01  -1.186941e-01  1.398492e-01  -1.189274e-01  1.399783e-01  -1.206742e-01  1.616636e-01  3.095799e-02  1.632524e-01  3.306713e-02  1.660059e-01  3.354610e-02
3.960000e+00  5.278817e-02  -3.318392e-02  3.634147e-02  -2.254574e-02  3.991818e-02  -2.541703e-02  1.425090e-01  -1.188245e-01  1.399615e-01  -1.190551e-01  1.400951e-01  -1.207988e-01  1.613541e-01  3.101100e-02  1.629279e-01  3.310938e-02  1.656771e-01  3.358844e-02
3.975000e+00  5.300330e-02  -3.336304e-02  3.653125e-02  -2.271094e-02  4.013903e-02  -2.560668e-02  1.426265e-01  -1.189482e-01  1.400755e-01  -1.191762e-01  1.402140e-01  -1.209166e-01  1.610223e-01  3.106418e-02  1.625808e-01  3.315196e-02  1.653251e-01  3.363116e-02
3.990000e+00  5.321843e-02  -3.353941e-02  3.672128e-02  -2.287414e-02  4.036026e-02  -2.579389e-02  1.427472e-01  -1.190637e-01  1.401927e-01  -1.192889e-01  1.403363e-01  -1.210255e-01  1.606623e-01  3.111334e-02  1.622055e-01  3.319023e-02  1.649439e-01  3.366952e-02
4.005000e+00  5.343322e-02  -3.371374e-02  3.691113e-02  -2.303599e-02  4.058136e-02  -2.597945e-02  1.428729e-01  -1.191713e-01  1.403150e-01  -1.193934e-01  1.404640e-01  -1.211261e-01  1.602709e-01  3.116285e-02  1.617981e-01  3.322877e-02  1.645299e-01  3.370821e-02
4.020000e+00  5.364707e-02  -3.388787e-02  3.710017e-02  -2.319835e-02  4.080158e-02  -2.616548e-02  1.430019e-01  -1.192738e-01  1.404405e-01  -1.194927e-01  1.405952e-01  -1.212212e-01  1.598573e-01  3.121422e-02  1.613681e-01  3.326927e-02  1.640925e-01  3.374896e-02
4.035000e+00  5.385974e-02  -3.406234e-02  3.728812e-02  -2.336190e-02  4.102061e-02  -2.635277e-02  1.431321e-01  -1.193716e-01  1.405671e-01  -1.195873e-01  1.407277e-01  -1.213114e-01  1.594202e-01  3.126989e-02  1.609141e-01  3.331432e-02  1.636305e-01  3.379435e-02
4.050000e+00  5.407220e-02  -3.423713e-02  3.747585e-02  -2.352664e-02  4.123941e-02  -2.654133e-02  1.432641e-01  -1.194654e-01  1.406954e-01  -1.196781e-01  1.408621e-01  -1.213978e-01  1.589580e-01  3.132974e-02  1.604347e-01  3.336395e-02  1.631425e-01  3.384432e-02
4.065000e+00  5.428493e-02  -3.441020e-02  3.766389e-02  -2.369069e-02  4.145858e-02  -2.672894e-02  1.433981e-01  -1.195534e-01  1.408257e-01  -1.197632e-01  1.409986e-01  -1.214781e-01  1.584694e-01  3.139129e-02  1.599288e-01  3.341563e-02  1.626272e-01  3.389631e-02
4.080000e+00  5.449688e-02  -3.458069e-02  3.785132e-02  -2.385328e-02  4.167704e-02  -2.691468e-02  1.435332e-01  -1.196334e-01  1.409570e-01  -1.198405e-01  1.411362e-01  -1.215504e-01  1.579566e-01  3.145183e-02  1.593982e-01  3.346672e-02  1.620866e-01  3.394757e-02
4.095000e+00  5.470756e-02  -3.475009e-02  3.803771e-02  -2.401581e-02  4.189429e-02  -2.710017e-02  1.436676e-01  -1.197073e-01  1.410875e-01  -1.199118e-01  1.412731e-01  -1.216162e-01  1.574233e-01  3.151453e-02  1.588466e-01  3.352043e-02  1.615244e-01  3.400133e-02
4.110000e+00  5.491655e-02  -3.491859e-02  3.822260e-02  -2.417843e-02  4.210978e-02  -2.728558e-02  1.438005e-01  -1.197758e-01  1.412164e-01  -1.199777e-01  1.414085e-01  -1.216764e-01  1.568721e-01  3.157688e-02  1.582767e-01  3.357433e-02  1.609435e-01  3.405507e-02
4.125000e+00  5.512422e-02  -3.508587e-02  3.840645e-02  -2.434089e-02  4.232405e-02  -2.747067e-02  1.439318e-01  -1.198383e-01  1.413438e-01  -1.200376e-01  1.415424e-01  -1.217304e-01  1.563037e-01  3.163755e-02  1.576892e-01  3.362697e-02  1.603446e-01  3.410733e-02
